"Donor" "Ancestry"
"GTEX-14E1K" 0.463797039352357
"GTEX-14E6C" 0.641027104575187
"GTEX-14E6D" 0.682803977513686
"GTEX-14E6E" 0.096105320379138
"GTEX-14E7W" 0.229739086469635
"GTEX-14H4A" 0.943291249684989
"GTEX-14ICK" 0.800813998328522
"GTEX-14JFF" 0.258827346144244
"GTEX-14JG1" 0.98590242723003
"GTEX-14JG6" 0.797629213659093
"GTEX-14JIY" 0.366241426207125
"GTEX-14LLW" 0.924772827886045
"GTEX-14LZ3" 0.338505198480561
"GTEX-14PHX" 0.25216485420242
"GTEX-14PHY" 0.0938529015984386
"GTEX-14PII" 0.172680261777714
"GTEX-14PJ2" 0.163208840647712
"GTEX-14PJ3" 0.681059709982947
"GTEX-14PJ4" 0.852122023468837
"GTEX-14PJ5" 0.151381858857349
"GTEX-14PJ6" 0.827863408485427
"GTEX-14PJM" 0.102122433483601
"GTEX-14PJN" 0.379378301557153
"GTEX-14PJO" 0.645917705493048
"GTEX-14PJP" 0.372965115820989
"GTEX-14PK6" 0.381035174475983
"GTEX-14PKU" 0.122390923788771
"GTEX-14PKV" 0.448898296803236
"GTEX-14PN3" 0.63537315139547
"GTEX-14PN4" 0.93375477893278
"GTEX-14PQA" 0.0679220706224442
"GTEX-14XAO" 0.742781943641603
"GTEX-15CHC" 0.813646653434262
"GTEX-15CHQ" 0.0814878705423325
"GTEX-15CHR" 0.152579929213971
"GTEX-15D1Q" 0.448317838367075
"GTEX-15D79" 0.700820002937689
"GTEX-15DCD" 0.690144908614457
"GTEX-15DCE" 0.752761542797089
"GTEX-15DDE" 0.986459790030494
"GTEX-15DYW" 0.232389932032675
"GTEX-15DZA" 0.0356969102285802
"GTEX-15EO6" 0.179762685671449
"GTEX-15EOM" 0.191587156383321
"GTEX-15ER7" 0.516972384415567
"GTEX-15ETS" 0.859873834298924
"GTEX-15EU6" 0.659324627602473
"GTEX-15FZZ" 0.637170939706266
"GTEX-15G19" 0.0977348142769188
"GTEX-15G1A" 0.108314736979082
"GTEX-15RIE" 0.315728760324419
"GTEX-15RIF" 0.43864777428098
"GTEX-15RIG" 0.437358617316931
"GTEX-15RJ7" 0.133630132069811
"GTEX-15RJE" 0.767327190376818
"GTEX-15SB6" 0.30190113116987
"GTEX-15SDE" 0.966640086378902
"GTEX-15SHU" 0.980567724676803
"GTEX-15SHV" 0.684243417810649
"GTEX-15SHW" 0.1325388927944
"GTEX-15SKB" 0.435717829270288
"GTEX-15SZO" 0.00873870169743896
"GTEX-15UF6" 0.0519047013949603
"GTEX-15UF7" 0.827503430191427
"GTEX-15UKP" 0.430136166978627
"GTEX-169BO" 0.409303959459066
"GTEX-16A39" 0.0938837656285614
"GTEX-16AAH" 0.580515150912106
"GTEX-16BQI" 0.98315963242203
"GTEX-16GPK" 0.055794742424041
"GTEX-16MT8" 0.333616549847648
"GTEX-16MT9" 0.194334517698735
"GTEX-16MTA" 0.767029419541359
"GTEX-16NGA" 0.373383234720677
"GTEX-16NPV" 0.149307180196047
"GTEX-16NPX" 0.313231947133318
"GTEX-16XZY" 0.805371041875333
"GTEX-16XZZ" 0.360602992819622
"GTEX-16YQH" 0.289748680777848
"GTEX-178AV" 0.897258376935497
"GTEX-17EUY" 0.0711194991599768
"GTEX-17EVP" 0.674767045304179
"GTEX-17EVQ" 0.763425801880658
"GTEX-17F96" 0.245083309244365
"GTEX-17F97" 0.15117406193167
"GTEX-17F98" 0.719105992233381
"GTEX-17F9E" 0.420590708730742
"GTEX-17F9Y" 0.445950278779492
"GTEX-17GQL" 0.107586427591741
"GTEX-17HGU" 0.998458255082369
"GTEX-17HHE" 0.96034890320152
"GTEX-17HHY" 0.938669743714854
"GTEX-17HII" 0.99801670270972
"GTEX-17JCI" 0.365013570059091
"GTEX-17KNJ" 0.437246109126136
"GTEX-17MF6" 0.447005054913461
"GTEX-17MFQ" 0.00709463004022837
"GTEX-183FY" 0.0511261387728155
"GTEX-183WM" 0.369911646470428
"GTEX-18464" 0.31383050349541
"GTEX-18465" 0.0123281069099903
"GTEX-18A66" 0.703759569209069
"GTEX-18A67" 0.76741436845623
"GTEX-18A6Q" 0.329210571711883
"GTEX-18A7A" 0.921154714887962
"GTEX-18A7B" 0.52360350987874
"GTEX-18D9A" 0.475390734849498
"GTEX-18D9U" 0.375190421938896
"GTEX-18QFQ" 0.689672204433009
"GTEX-1A32A" 0.445546617964283
"GTEX-1A3MV" 0.895403739064932
"GTEX-1A3MW" 0.387737935176119
"GTEX-1A3MX" 0.7152214134112
"GTEX-1A8FM" 0.851510656764731
"GTEX-1A8G6" 0.99251014040783
"GTEX-1A8G7" 0.756400833604857
"GTEX-1AMEY" 0.989817040972412
"GTEX-1AMFI" 0.777471442474052
"GTEX-1AX8Z" 0.201932705473155
"GTEX-1AX9I" 0.193924433318898
"GTEX-1AX9J" 0.116438289638609
"GTEX-1AX9K" 0.253660650691018
"GTEX-1AYCT" 0.508440843550488
"GTEX-1AYD5" 0.310677490197122
"GTEX-1B8KE" 0.689557952340692
"GTEX-1B8KZ" 0.0491177137009799
"GTEX-1B8L1" 0.805877573788166
"GTEX-1B8SF" 0.995451924856752
"GTEX-1B8SG" 0.409895167686045
"GTEX-1B932" 0.00457013119012117
"GTEX-1B933" 0.407714705914259
"GTEX-1B97I" 0.817066801013425
"GTEX-1B97J" 0.517180677969009
"GTEX-1B996" 0.442674962105229
"GTEX-1BAJH" 0.877581911627203
"GTEX-1C2JI" 0.755628349725157
"GTEX-1C475" 0.726259575458243
"GTEX-1C4CL" 0.695531021105126
"GTEX-1C64N" 0.785158713813871
"GTEX-1C64O" 0.232613978208974
"GTEX-1C6VQ" 0.837989511201158
"GTEX-1C6VR" 0.852172926533967
"GTEX-1C6WA" 0.940378856146708
"GTEX-1CAMQ" 0.274385751690716
"GTEX-1CAMR" 0.828253708779812
"GTEX-1CAMS" 0.980294424574822
"GTEX-1CB4E" 0.853465900756419
"GTEX-1CB4F" 0.361064828466624
"GTEX-1CB4G" 0.75040455837734
"GTEX-1CB4H" 0.20724346768111
"GTEX-1CB4I" 0.990677064983174
"GTEX-1CB4J" 0.0983433111105114
"GTEX-1E1VI" 0.900700056226924
"GTEX-1E2YA" 0.841432536952198
"GTEX-1EH9U" 0.98098556464538
"GTEX-1EKGG" 0.818312306888402
"GTEX-1EMGI" 0.54640280851163
"GTEX-1EU9M" 0.589603065513074
"GTEX-1EWIQ" 0.933004315942526
"GTEX-1EX96" 0.995863215299323
"GTEX-1F48J" 0.213233174523339
"GTEX-1F52S" 0.36199768120423
"GTEX-1F5PK" 0.781236886046827
"GTEX-1F5PL" 0.0966850575059652
"GTEX-1F6I4" 0.877269183984026
"GTEX-1F6IF" 0.145679175620899
"GTEX-1F6RS" 0.918706211959943
"GTEX-1F75A" 0.408954878337681
"GTEX-1F75B" 0.0916802091524005
"GTEX-1F75I" 0.136695054126903
"GTEX-1F75W" 0.727327574975789
"GTEX-1F7RK" 0.69977297517471
"GTEX-1F88E" 0.803063340252265
"GTEX-1F88F" 0.456790410215035
"GTEX-1FIGZ" 0.323170353891328
"GTEX-1GF9U" 0.0174362319521606
"GTEX-1GF9V" 0.670335046714172
"GTEX-1GF9W" 0.178344773827121
"GTEX-1GF9X" 0.704590335255489
"GTEX-1GL5R" 0.392344124615192
"GTEX-1GMR2" 0.902943547582254
"GTEX-1GMR3" 0.269360588165
"GTEX-1GMR8" 0.749008286744356
"GTEX-1GMRU" 0.906810504384339
"GTEX-1GN1U" 0.0775497977156192
"GTEX-1GN1V" 0.860679007833824
"GTEX-1GN1W" 0.223272190894932
"GTEX-1GN2E" 0.0816138328518718
"GTEX-1GN73" 0.518893422326073
"GTEX-1GPI6" 0.0300335087813437
"GTEX-1GPI7" 0.818107309052721
"GTEX-1GTWX" 0.0927330378908664
"GTEX-1GZ2Q" 0.690624884562567
"GTEX-1GZ4H" 0.277151376241818
"GTEX-1GZ4I" 0.0167860835790634
"GTEX-1GZHY" 0.863703425507993
"GTEX-1I4MK" 0.438335660845041
"GTEX-1I6K7" 0.797513234196231
"GTEX-1ICG6" 0.852121006697416
"GTEX-1ICLY" 0.144333547446877
"GTEX-1ICLZ" 0.186256170505658
"GTEX-1IDFM" 0.018143659690395
"GTEX-1IDJC" 0.410537939285859
"GTEX-1IDJD" 0.307286456227303
"GTEX-1IDJE" 0.398283988237381
"GTEX-1IDJF" 0.428776874439791
"GTEX-1JJ6O" 0.178141358774155
"GTEX-1JKYN" 0.535174536053091
"GTEX-1JKYR" 0.68116125673987
"GTEX-1JMLX" 0.447026327485219
"GTEX-1JMOU" 0.819033492356539
"GTEX-1JMPY" 0.0127758188173175
"GTEX-1JMPZ" 0.627564475405961
"GTEX-1JMQI" 0.926761245122179
"GTEX-1JMQJ" 0.856337233446538
"GTEX-1JMQK" 0.0981976911425591
"GTEX-1JMQL" 0.917580202920362
"GTEX-1JN1M" 0.00191074889153242
"GTEX-1JN6P" 0.234971348429099
"GTEX-1JN76" 0.249996067257598
"GTEX-1K2DA" 0.657920852303505
"GTEX-1K2DU" 0.153030013432726
"GTEX-1K9T9" 0.710561502957717
"GTEX-1KAFJ" 0.162422996014357
"GTEX-1KANA" 0.383028534241021
"GTEX-1KANB" 0.576929081929848
"GTEX-1KANC" 0.931180141866207
"GTEX-1KD4Q" 0.916215180419385
"GTEX-1KD5A" 0.899345003766939
"GTEX-1KWVE" 0.404205452883616
"GTEX-1KXAM" 0.684839995577931
"GTEX-1L5NE" 0.245243023848161
"GTEX-1LB8K" 0.357375429244712
"GTEX-1LBAC" 0.427608013385907
"GTEX-1LC47" 0.824991159141064
"GTEX-1LG7Y" 0.259043327532709
"GTEX-1LG7Z" 0.926232414552942
"GTEX-1LGOU" 0.604376803385094
"GTEX-1LGRB" 0.373888105154037
"GTEX-1LH75" 0.731354231014848
"GTEX-1LKK1" 0.433550551533699
"GTEX-1LNCM" 0.148002135101706
"GTEX-1LSNL" 0.726073691621423
"GTEX-1LSNM" 0.164180506719276
"GTEX-1LSVX" 0.104651333531365
"GTEX-1LVA9" 0.0516969482414424
"GTEX-1LVAM" 0.836809835163876
"GTEX-1LVAN" 0.768782612634823
"GTEX-1LVAO" 0.978926494251937
"GTEX-1M4P7" 0.792323142057285
"GTEX-1M5QR" 0.903373230947182
"GTEX-1MA7W" 0.0902983879204839
"GTEX-1MA7X" 0.30616421229206
"GTEX-1MCC2" 0.0554567866493016
"GTEX-1MCQQ" 0.659867991227657
"GTEX-1MCYP" 0.193846982903779
"GTEX-1MGNQ" 0.455499954288825
"GTEX-1MJIX" 0.367041554069147
"GTEX-1MJK2" 0.899476609891281
"GTEX-1MJK3" 0.0653611912857741
"GTEX-1MUQO" 0.525188262807205
"GTEX-1N2DV" 0.398716991767287
"GTEX-1N2DW" 0.513999386923388
"GTEX-1N2EE" 0.716708222636953
"GTEX-1N2EF" 0.635346273425967
"GTEX-1N5O9" 0.988230190239847
"GTEX-1NHNU" 0.725651100743562
"GTEX-1NSGN" 0.194595334585756
"GTEX-1NUQO" 0.395997038576752
"GTEX-1NV5F" 0.933946842094883
"GTEX-1NV8Z" 0.547490030527115
"GTEX-1O97I" 0.701991604873911
"GTEX-1O9I2" 0.749061174457893
"GTEX-1OFPY" 0.371705827536061
"GTEX-1OJC3" 0.18285606126301
"GTEX-1OJC4" 0.772206783294678
"GTEX-1OKEX" 0.291852965950966
"GTEX-1P4AB" 0.985542310867459
"GTEX-1PBJI" 0.258322992129251
"GTEX-1PBJJ" 0.351910283789039
"GTEX-1PDJ9" 0.400571509730071
"GTEX-1PFEY" 0.0168156237341464
"GTEX-1PIEJ" 0.853646468836814
"GTEX-1PIGE" 0.235788404475898
"GTEX-1PIIG" 0.094388737808913
"GTEX-1POEN" 0.971125767799094
"GTEX-1PPGY" 0.879672348499298
"GTEX-1PPH6" 0.359249754343182
"GTEX-1PPH7" 0.464048635680228
"GTEX-1PPH8" 0.846591676585376
"GTEX-1PWST" 0.616405250970274
"GTEX-1QAET" 0.547414721455425
"GTEX-1QCLY" 0.866149234352633
"GTEX-1QCLZ" 0.908265504054725
"GTEX-1QEPI" 0.531487098196521
"GTEX-1QMI2" 0.84340524720028
"GTEX-1QP28" 0.932985805207863
"GTEX-1QP29" 0.990459016989917
"GTEX-1QP2A" 0.326159043004736
"GTEX-1QP66" 0.930661495774984
"GTEX-1QP67" 0.506496764952317
"GTEX-1QP6S" 0.472575433785096
"GTEX-1QP9N" 0.326495854416862
"GTEX-1QPFJ" 0.309210627805442
"GTEX-1QW4Y" 0.579752488993108
"GTEX-1R46S" 0.456958838738501
"GTEX-1R7EU" 0.343698699492961
"GTEX-1R7EV" 0.134323546430096
"GTEX-1R9JW" 0.289101568516344
"GTEX-1R9K4" 0.33063669828698
"GTEX-1R9K5" 0.915988189168274
"GTEX-1R9PM" 0.232542388606817
"GTEX-1R9PN" 0.0778769927565008
"GTEX-1R9PO" 0.429370096419007
"GTEX-1RAZA" 0.868381431559101
"GTEX-1RAZQ" 0.238517331657931
"GTEX-1RAZR" 0.133513724198565
"GTEX-1RB15" 0.570175525266677
"GTEX-1RLM8" 0.479473476996645
"GTEX-1RMOY" 0.728059896267951
"GTEX-1RNSC" 0.611772432923317
"GTEX-1RNTQ" 0.494480764027685
"GTEX-1RQEC" 0.57481664349325
"GTEX-1RQED" 0.585518651874736
"GTEX-1S3DN" 0.177430683514103
"GTEX-1S5VW" 0.229771024081856
"GTEX-1S5ZA" 0.0502902152948081
"GTEX-1S5ZU" 0.870889449957758
"GTEX-1S82P" 0.0624289489351213
"GTEX-1S82U" 0.920936204493046
"GTEX-1S82Y" 0.0415232661180198
"GTEX-1S82Z" 0.316899472149089
"GTEX-1S831" 0.359136635204777
"GTEX-1S83E" 0.550800190772861
"GTEX-N7MS" 0.442333709448576
"GTEX-N7MT" 0.684655110817403
"GTEX-NFK9" 0.529976112768054
"GTEX-NL3H" 0.964255230268463
"GTEX-NL4W" 0.502768860897049
"GTEX-NPJ7" 0.0234887897968292
"GTEX-NPJ8" 0.351358318701386
"GTEX-O5YT" 0.186274158768356
"GTEX-O5YV" 0.766336910426617
"GTEX-O5YW" 0.169790652580559
"GTEX-OHPL" 0.815621060086414
"GTEX-OHPM" 0.966714604990557
"GTEX-OHPN" 0.28846693597734
"GTEX-OIZF" 0.418244427070022
"GTEX-OIZG" 0.890728325583041
"GTEX-OIZH" 0.552942787762731
"GTEX-OIZI" 0.109998731408268
"GTEX-OOBJ" 0.85453405068256
"GTEX-OOBK" 0.920278763165697
"GTEX-OXRK" 0.72546171140857
"GTEX-OXRL" 0.0831568415742368
"GTEX-OXRN" 0.348404400283471
"GTEX-OXRO" 0.862164832884446
"GTEX-OXRP" 0.577304434962571
"GTEX-P44G" 0.724429672583938
"GTEX-P44H" 0.518328484147787
"GTEX-P4PP" 0.856312008341774
"GTEX-P4PQ" 0.505436016712338
"GTEX-P4QS" 0.351693345466629
"GTEX-P4QT" 0.779317621840164
"GTEX-P78B" 0.542891162913293
"GTEX-PLZ4" 0.891525412909687
"GTEX-PLZ5" 0.960082783130929
"GTEX-PLZ6" 0.633090002695099
"GTEX-POMQ" 0.0460969596169889
"GTEX-POYW" 0.0822919688653201
"GTEX-PSDG" 0.998730167979375
"GTEX-PVOW" 0.958123750984669
"GTEX-PW2O" 0.902140976395458
"GTEX-PWCY" 0.280849173199385
"GTEX-PWN1" 0.549376894719899
"GTEX-PWO3" 0.551132384920493
"GTEX-PX3G" 0.346917780581862
"GTEX-Q2AG" 0.572760146809742
"GTEX-Q2AH" 0.394514457322657
"GTEX-Q2AI" 0.0379595479462296
"GTEX-Q734" 0.449165819212794
"GTEX-QCQG" 0.000104797072708607
"GTEX-QDT8" 0.824102276470512
"GTEX-QDVJ" 0.821297727758065
"GTEX-QDVN" 0.976214966038242
"GTEX-QEG4" 0.792932869400829
"GTEX-QEG5" 0.240108193131164
"GTEX-QEL4" 0.76156426849775
"GTEX-QESD" 0.298691984964535
"GTEX-QLQ7" 0.0638199779205024
"GTEX-QMR6" 0.266522738849744
"GTEX-QMRM" 0.339474563021213
"GTEX-QV31" 0.89684489602223
"GTEX-QV44" 0.243540695169941
"GTEX-QVJO" 0.941705357749015
"GTEX-QVUS" 0.26476869196631
"GTEX-QXCU" 0.158498218981549
"GTEX-R3RS" 0.224350247299299
"GTEX-R53T" 0.801424351986498
"GTEX-R55C" 0.237059538718313
"GTEX-R55D" 0.460137101123109
"GTEX-R55E" 0.814120214432478
"GTEX-R55G" 0.96919712680392
"GTEX-REY6" 0.635998662328348
"GTEX-RM2N" 0.116284028626978
"GTEX-RN5K" 0.0279205709230155
"GTEX-RN64" 0.304592605214566
"GTEX-RNOR" 0.0811942382715642
"GTEX-RTLS" 0.916464374866337
"GTEX-RU1J" 0.982832847861573
"GTEX-RU72" 0.890366754261777
"GTEX-RUSQ" 0.817607424687594
"GTEX-RVPV" 0.948448394890875
"GTEX-RWS6" 0.59795716474764
"GTEX-RWSA" 0.431512153241783
"GTEX-S32W" 0.745091517223045
"GTEX-S33H" 0.611270988825709
"GTEX-S341" 0.190294072497636
"GTEX-S3LF" 0.60312034143135
"GTEX-S3XE" 0.562709648860618
"GTEX-S4P3" 0.137841664953157
"GTEX-S4Q7" 0.53735993988812
"GTEX-S4UY" 0.742991238366812
"GTEX-S4Z8" 0.454085967969149
"GTEX-S7PM" 0.254406192339957
"GTEX-S7SE" 0.64298355509527
"GTEX-S7SF" 0.970353840850294
"GTEX-S95S" 0.44292873213999
"GTEX-SE5C" 0.330502137774602
"GTEX-SIU8" 0.795846871333197
"GTEX-SJXC" 0.312520985258743
"GTEX-SN8G" 0.916164686437696
"GTEX-SNMC" 0.316572420997545
"GTEX-SNOS" 0.786090238252655
"GTEX-SSA3" 0.397110485937446
"GTEX-SUCS" 0.0912071410566568
"GTEX-T2IS" 0.621612446382642
"GTEX-T2YK" 0.400569647084922
"GTEX-T5JC" 0.872138768900186
"GTEX-T5JW" 0.953482708893716
"GTEX-T6MN" 0.103598711080849
"GTEX-T6MO" 0.592458976432681
"GTEX-T8EM" 0.18511946965009
"GTEX-TKQ1" 0.798662922577932
"GTEX-TKQ2" 0.930244643939659
"GTEX-TML8" 0.221308941952884
"GTEX-TMMY" 0.194583390140906
"GTEX-TMZS" 0.816601839382201
"GTEX-TSE9" 0.868207994615659
"GTEX-U3ZG" 0.470062247011811
"GTEX-U3ZH" 0.952863896964118
"GTEX-U3ZM" 0.265994615620002
"GTEX-U3ZN" 0.747139501385391
"GTEX-U412" 0.945917026372626
"GTEX-U4B1" 0.439924241509289
"GTEX-U8T8" 0.602692760294303
"GTEX-U8XE" 0.790953798219562
"GTEX-UJHI" 0.103072697063908
"GTEX-UJMC" 0.0872614751569927
"GTEX-UPJH" 0.265723369317129
"GTEX-UPK5" 0.606939471559599
"GTEX-UTHO" 0.179668704979122
"GTEX-V1D1" 0.842030142201111
"GTEX-V955" 0.343605986330658
"GTEX-VJWN" 0.830338865751401
"GTEX-VJYA" 0.980610886821523
"GTEX-VUSG" 0.635219550924376
"GTEX-VUSH" 0.218912442680448
"GTEX-W5WG" 0.113911667838693
"GTEX-W5X1" 0.546397590776905
"GTEX-WCDI" 0.408489206805825
"GTEX-WEY5" 0.137578712310642
